Ammonium_AMS,Chloride_AMS,ClFraction_AMS,Density_AMS,ETime_AMS,HtoC_AMS,NH4Fraction_AMS,Nitrate_AMS,NO3Fraction_AMS,OADensity_ams,OAFraction_AMS,OA_AMS,OtoC_AMS,RH_AMS,SO4Fraction_AMS,STime_AMS,Sulfate_AMS,Temp_AMS,TotalMass_AMS,Volume_ams,Rkappa_dis_51,Rkappa_dis_75,Rkappa_dis_94,Rkappa_dis_112,Rkappa_dis_142,Rkappa_dis_171,Rkappa_dis_222,Rkappa_mean_51,Rkappa_mean_75,Rkappa_mean_94,Rkappa_mean_112,Rkappa_mean_142,Rkappa_mean_171,Rkappa_mean_222,RKappa_median_51,RKappa_median_75,RKappa_median_94,RKappa_median_112,RKappa_median_142,RKappa_median_171,RKappa_median_222,Rkappa_sd_51,Rkappa_sd_75,Rkappa_sd_94,Rkappa_sd_112,Rkappa_sd_142,Rkappa_sd_171,Rkappa_sd_222,RSMPS_AMSVol,RSMPS_kappaVol,RSMPS_kappaVol_frac,RSMPS_TotVol
0.568843,0.048502,0.00247765,1.34396,9/22/2014 11:00:00,1.65093,0.0290584,0.32767,0.0167385,1.29709,0.864163,16.9167,0.57791,,0.0875622,9/22/2014 10:00:00,1.71411,,19.5759,14.5658,,,0.595925,,0.256414,0.72577,0.578791,,,0.0704363,,0.0611259,0.0602615,0.0733343,,,0.0602797,,0.05791,0.0479099,0.0614792,,,0.00662905,,0.00605721,0.00588294,0.00910335,15.4364,6.53889,0.423601,16.3145
0.565654,0.0391746,0.00247338,1.40989,9/22/2014 12:00:00,1.60014,0.0357139,0.276353,0.0174482,1.3583,0.835221,13.2287,0.653788,,0.109144,9/22/2014 11:00:00,1.72867,,15.8385,11.2339,,0.363147,,0.513708,0.822212,0.935003,1.10253,,0.0864178,,0.0714011,0.10342,0.0850062,0.113641,,0.080655,,0.0624028,0.0800074,0.0622092,0.0809773,,0.00850672,,0.00694781,0.0109824,0.0102575,0.0202968,11.3654,4.68873,0.412543,12.2775
0.485831,0.0178824,0.00145731,1.4754,9/22/2014 13:00:00,1.54581,0.0395924,0.116886,0.00952554,1.42253,0.807553,9.90933,0.733589,,0.141872,9/22/2014 12:00:00,1.74089,,12.2708,8.31695,0.0596324,0.316254,0.659115,0.654337,,0.269245,,0.112137,0.119702,0.105859,0.138731,,0.183867,,0.111269,0.113303,0.0883433,0.115803,,0.172999,,0.0130575,0.0130016,0.0120364,0.0139201,,0.0231973,,6.55358,2.53317,0.386532,7.07973
0.47072,0.0149527,0.00124606,1.49866,9/22/2014 14:00:00,1.5253,0.0392269,0.10893,0.00907759,1.44945,0.807877,9.69448,0.768671,,0.142572,9/22/2014 13:00:00,1.71086,,11.9999,8.00711,,0.28436,0.679937,,0.432123,,0.352345,,0.11177,0.138166,,0.149233,,0.156642,,0.106715,0.115327,,0.134439,,0.142371,,0.0113908,0.0143792,,0.0155735,,0.024891,6.91877,2.52493,0.36494,7.5537
0.489287,0.0156245,0.00120714,1.50111,9/22/2014 15:00:00,1.52333,0.037802,0.122625,0.00947394,1.4538,0.812868,10.5213,0.775205,,0.138649,9/22/2014 14:00:00,1.79459,,12.9434,8.62255,,,0.318265,0.375442,0.68904,0.771291,0.60225,,,0.120362,0.105947,0.15872,0.135329,0.142733,,,0.11415,0.0972728,0.132408,0.108409,0.119996,,,0.0125226,0.0113477,0.0220697,0.0167484,0.0258301,7.19632,2.76075,0.383634,7.80275
0.342834,0.0159176,0.00195823,1.54489,9/22/2014 16:00:00,1.49717,0.0421765,0.0778576,0.00957828,1.49902,0.791215,6.43144,0.840308,,0.155072,9/22/2014 15:00:00,1.26051,,8.12856,5.26159,0.362168,0.310562,,0.293748,,0.400754,,0.191579,0.164692,,0.169453,,0.179798,,0.179279,0.15614,,0.159307,,0.163379,,0.0263794,0.0203645,,0.0206635,,0.028801,,3.04406,1.15074,0.378029,3.46965
0.279319,0.00905779,0.00131893,1.57191,9/22/2014 17:00:00,1.46459,0.0406722,0.0574426,0.00836435,1.53154,0.792878,5.44513,0.878419,,0.156767,9/22/2014 16:00:00,1.0766,,6.86755,4.36893,,0.43276,0.188407,0.590468,0.747862,,,,0.138148,0.207066,0.157764,0.232889,,,,0.125969,0.202461,0.135344,0.210472,,,,0.0163042,0.0218857,0.0182642,0.0427136,,,4.05585,1.59887,0.394214,4.67102
0.425923,0.0106121,0.000930689,1.5382,9/22/2014 18:00:00,1.48383,0.0373537,0.0945764,0.00829441,1.49566,0.808885,9.22326,0.825308,,0.144536,9/22/2014 17:00:00,1.64806,,11.4024,7.41285,,,0.125246,,0.551167,0.29131,0.850914,,,0.214931,,0.170553,0.175514,0.181702,,,0.21217,,0.148558,0.164248,0.150709,,,0.0220363,,0.0210373,0.0182266,0.0375697,6.04892,2.13957,0.35371,6.57313
0.397457,0.011507,0.00104512,1.52352,9/22/2014 19:00:00,1.50264,0.0360988,0.0763309,0.00693272,1.47875,0.809539,8.91323,0.80692,,0.146384,9/22/2014 18:00:00,1.61172,,11.0102,7.22683,,0.198215,,0.57418,0.354279,0.241198,,,0.133851,,0.145685,0.156332,0.196858,0.0886417,,0.13029,,0.125181,0.144332,0.186404,0.0877506,,0.0141755,,0.0169852,0.0192335,0.0259879,0.0117511,5.99335,2.07302,0.345887,6.68848
0.377466,0.0116509,0.00109248,1.52132,9/22/2014 20:00:00,1.49221,0.0353944,0.0856784,0.00803393,1.47684,0.811801,8.65751,0.796721,,0.143678,9/22/2014 19:00:00,1.53226,,10.6646,7.01008,0.304881,0.269349,0.433445,0.644554,,,,0.13022,0.139394,0.167937,0.162965,,,,0.123876,0.133596,0.153587,0.137981,,,,0.0147858,0.0149835,0.020505,0.0191969,,,,5.49899,1.97143,0.358508,6.09875
0.388479,0.0122876,0.00104644,1.51493,9/22/2014 21:00:00,1.49815,0.0330838,0.0907752,0.00773063,1.47302,0.824383,9.68013,0.793676,,0.133756,9/22/2014 20:00:00,1.5706,,11.7423,7.75105,,0.296162,0.426226,,0.567665,0.777087,,,0.0968235,0.109699,,0.170568,0.188193,,,0.0921568,0.100471,,0.14789,0.158852,,,0.00984804,0.0119909,,0.0223468,0.0301182,,6.6066,2.42716,0.367385,7.29488
0.412288,0.0118441,0.000830673,1.49679,9/22/2014 22:00:00,1.5144,0.0289155,0.0969024,0.00679616,1.45969,0.849963,12.1191,0.780116,,0.113495,9/22/2014 21:00:00,1.61825,,14.2584,9.52602,,,0.484438,0.525067,0.903149,0.800796,0.957134,,,0.0811011,0.0805094,0.102075,0.115672,0.123895,,,0.0726799,0.0700531,0.0766109,0.0906123,0.0928539,,,0.00798725,0.00812754,0.0107668,0.015672,0.0279246,8.1879,3.51438,0.429216,8.88781
0.45611,0.0139195,0.000996481,1.50308,9/22/2014 23:00:00,1.51016,0.0326523,0.105598,0.0075596,1.46498,0.843567,11.7835,0.786912,,0.115225,9/22/2014 22:00:00,1.60954,,13.9687,9.29336,,0.380928,,0.447164,,0.784138,0.431213,,0.0912351,,0.0857473,,0.116186,0.14947,,0.0846647,,0.07684,,0.0915657,0.132721,,0.00911148,,0.00895246,,0.0149529,0.022702,8.13351,3.61088,0.443952,8.77865
0.460378,0.0159564,0.00119814,1.50474,9/23/2014 00:00:00,1.50659,0.034569,0.106545,0.00800028,1.46664,0.842686,11.2226,0.787626,,0.113546,9/22/2014 23:00:00,1.51217,,13.3176,8.85044,,0.435029,0.595864,0.560942,0.960261,,,,0.0960404,0.0939367,0.0914586,0.101278,,,,0.0874776,0.0804368,0.078463,0.0744762,,,,0.00962677,0.00923812,0.0094996,0.0103794,,,7.447,3.48912,0.468526,7.9474
0.442752,0.0146723,0.00115897,1.50109,9/23/2014 01:00:00,1.51024,0.0349733,0.0997989,0.00788319,1.46196,0.840735,10.6435,0.781548,,0.115249,9/23/2014 00:00:00,1.45903,,12.6597,8.43368,,,0.751211,,0.763712,1.12157,,,,0.0967841,,0.111624,0.128652,,,,0.0775705,,0.0885972,0.0940008,,,,0.00959667,,0.0124117,0.0170005,,7.78315,3.49854,0.449502,8.41266
0.475544,0.0176461,0.00116232,1.48176,9/23/2014 02:00:00,1.52564,0.0313235,0.146172,0.00962815,1.44685,0.863181,13.1046,0.764261,,0.0947048,9/23/2014 01:00:00,1.43778,,15.1817,10.2458,,0.294025,0.750079,0.462808,0.737422,0.746344,1.07085,,0.084935,0.0885519,0.0793578,0.0709154,0.0940789,0.0864612,,0.0808875,0.0708793,0.070711,0.0562948,0.0745254,0.0599472,,0.00853924,0.00804143,0.00769027,0.00687597,0.0103009,0.0110683,11.1756,5.26264,0.470903,11.9122
0.528984,0.0209723,0.00127191,1.46591,9/23/2014 03:00:00,1.54514,0.0320814,0.230018,0.0139499,1.43148,0.870109,14.3471,0.749,,0.0825876,9/23/2014 02:00:00,1.36177,,16.4888,11.2482,0.116047,0.46199,,0.50895,,0.845064,,0.0965881,0.0871514,,0.0762094,,0.0748843,,0.0953765,0.0785966,,0.0667302,,0.0566049,,0.0117145,0.00846592,,0.00743619,,0.00766504,,12.0585,5.64734,0.468327,12.7689
0.483576,0.0188469,0.00110981,1.45706,9/23/2014 04:00:00,1.55046,0.0284756,0.20408,0.0120173,1.42468,0.879723,14.9396,0.740208,,0.0786738,9/23/2014 03:00:00,1.33605,,16.9821,11.6551,,0.429341,0.670969,,0.732668,,1.25066,,0.0876998,0.0779158,,0.0796833,,0.0835132,,0.0800435,0.0645174,,0.063459,,0.0544429,,0.00860742,0.00712892,,0.00762975,,0.0106278,12.2506,5.66557,0.462474,13.0663
0.485309,0.0207152,0.00136438,1.45619,9/23/2014 05:00:00,1.55092,0.0319642,0.192957,0.0127088,1.42125,0.871361,13.2298,0.734424,,0.0826016,9/23/2014 04:00:00,1.25413,,15.1829,10.4264,,,0.739484,0.531534,0.602501,0.87286,,,,0.0834499,0.0766622,0.0744396,0.0745083,,,,0.0670503,0.0665325,0.0626773,0.0556479,,,,0.00781846,0.00756354,0.00766946,0.0074331,,11.9219,5.48011,0.459669,12.6403
0.456182,0.0198987,0.00145704,1.46128,9/23/2014 06:00:00,1.54776,0.033403,0.148336,0.0108616,1.42578,0.86792,11.8531,0.740513,,0.0863588,9/23/2014 05:00:00,1.1794,,13.6569,9.34587,,0.503618,,0.586845,0.681128,0.939354,,,0.0898566,,0.0741368,0.0719841,0.0756901,,,0.0797473,,0.0629008,0.0585862,0.0550041,,,0.0089334,,0.00724119,0.00741171,0.00797719,,10.9475,5.05625,0.461863,11.6528
0.409647,0.0143376,0.00113669,1.46595,9/23/2014 07:00:00,1.53978,0.0324771,0.11139,0.00883112,1.43081,0.867783,10.9457,0.744523,,0.0897723,9/23/2014 06:00:00,1.13233,,12.6134,8.60423,0.226149,0.445071,0.785049,0.706566,,1.07855,,0.104408,0.087483,0.0877794,0.0879211,,0.0879405,,0.101255,0.0793923,0.0691894,0.0709618,,0.0612121,,0.0153643,0.00883608,0.0083213,0.00882914,,0.00928154,,9.60968,4.57728,0.47632,10.0957
0.39312,0.0178258,0.00142593,1.45831,9/23/2014 08:00:00,1.54906,0.0314468,0.117174,0.00937307,1.42283,0.868925,10.8625,0.736078,,0.0888295,9/23/2014 07:00:00,1.11047,,12.5011,8.57236,0.101877,0.434543,0.768216,,0.517118,,1.06313,0.089632,0.0832746,0.0816579,,0.0761071,,0.087707,0.0886413,0.0758626,0.0647587,,0.0663518,,0.0610521,0.0122501,0.00831647,0.00792525,,0.00793396,,0.0125051,9.5966,4.31959,0.450117,10.3333
0.469104,0.0302123,0.00234086,1.46181,9/23/2014 09:00:00,1.54877,0.0363463,0.179756,0.0139275,1.42194,0.852981,11.009,0.734342,,0.0944046,9/23/2014 08:00:00,1.21843,,12.9065,8.82914,,,1.36982,0.636186,0.967537,0.938564,,,,0.0870952,0.0812684,0.104047,0.0899362,,,,0.0556924,0.0675449,0.076522,0.0659405,,,,0.00778469,0.0082907,0.0102339,0.00995755,,9.63626,4.1706,0.432803,10.2723
0.526975,0.0362537,0.00275492,1.47088,9/23/2014 10:00:00,1.54278,0.0400448,0.189215,0.0143784,1.42819,0.840322,11.0583,0.74173,,0.1025,9/23/2014 09:00:00,1.34886,,13.1596,8.94679,0.238567,0.518097,,1.14585,,1.56312,0.669998,0.091164,0.0893541,,0.106489,,0.138967,0.155096,0.0881722,0.0788456,,0.0745653,,0.099537,0.128724,0.0136341,0.00938469,,0.0114002,,0.0226078,0.0193125,8.68474,3.66148,0.421599,9.29384
0.483351,0.0266213,0.00227471,1.49544,9/23/2014 11:00:00,1.51715,0.0413007,0.142851,0.0122062,1.45206,0.827921,9.68933,0.768223,,0.116297,9/23/2014 10:00:00,1.36105,,11.7032,7.8259,0.214946,0.530126,1.12683,0.828694,1.14037,,,0.146662,0.115431,0.111713,0.153676,0.137004,,,0.142565,0.101424,0.0795756,0.123579,0.101501,,,0.0190345,0.0132553,0.0121741,0.018835,0.0189454,,,7.29465,3.0581,0.419225,7.92647
0.460199,0.0197865,0.00183718,1.51482,9/23/2014 12:00:00,1.4967,0.0427297,0.108512,0.0100754,1.47079,0.816359,8.79217,0.788729,,0.128999,9/23/2014 11:00:00,1.38932,,10.77,7.10975,,,0.633746,,0.701553,0.689677,,,,0.15314,,0.169215,0.160576,,,,0.13055,,0.141824,0.133879,,,,0.019223,,0.0227026,0.0257309,,5.73124,2.32171,0.405097,6.14605
,,,,9/23/2014 13:00:00,,,,,,,,,,,9/23/2014 12:00:00,,,,,,0.410138,,0.6574,1.33868,0.751639,,,0.112252,,0.145395,0.176675,0.195727,,,0.103149,,0.121582,0.144727,0.167232,,,0.0136187,,0.0181708,0.0321029,0.030492,,,2.18718,,6.62433
,,,,9/23/2014 14:00:00,,,,,,,,,,,9/23/2014 13:00:00,,,,,,0.377272,0.963785,0.494599,,,,,0.146397,0.168468,0.171102,,,,,0.136028,0.135818,0.151667,,,,,0.0185695,0.0258072,0.0213469,,,,,2.27974,,6.46834
0.45314,0.0112929,0.000908785,1.52462,9/23/2014 15:00:00,1.50061,0.0364662,0.0998909,0.00803865,1.48357,0.822369,10.219,0.81433,,0.132218,9/23/2014 14:00:00,1.64298,,12.4263,8.15044,,0.292663,0.264319,,0.585344,0.134414,0.374037,,0.131403,0.130871,,0.165537,0.180072,0.152457,,0.125186,0.125909,,0.142538,0.173623,0.137703,,0.0147205,0.0148783,,0.0201757,0.0211166,0.0243226,6.9125,2.44535,0.353758,7.69371
0.470374,0.0128422,0.000976149,1.52314,9/23/2014 16:00:00,1.50487,0.0357536,0.107283,0.00815471,1.48191,0.822495,10.8208,0.814096,,0.13262,9/23/2014 15:00:00,1.74475,,13.156,8.63745,,,0.344002,0.169192,0.467718,0.272434,0.359868,,,0.148554,0.133438,0.177726,0.181609,0.156089,,,0.139822,0.128759,0.158855,0.170742,0.141572,,,0.0171291,0.0142372,0.022102,0.0194421,0.0261581,7.18254,2.44237,0.340042,8.10602
0.535657,0.011762,0.000843506,1.51763,9/23/2014 17:00:00,1.51602,0.0384143,0.103984,0.00745717,1.47236,0.811302,11.313,0.803971,,0.141982,9/23/2014 16:00:00,1.97983,,13.9442,9.18816,,0.311747,,0.442784,,0.147134,0.54734,,0.137391,,0.145724,,0.177313,0.141902,,0.130212,,0.13094,,0.170679,0.121343,,0.0153491,,0.015858,,0.0187535,0.0236525,7.60126,2.53271,0.333196,8.47004
0.567556,0.0124831,0.000864416,1.52641,9/23/2014 18:00:00,1.51063,0.0393015,0.130238,0.0090186,1.47973,0.801275,11.5713,0.813877,,0.14954,9/23/2014 17:00:00,2.15952,,14.4411,9.46081,,0.325939,0.370483,,0.623173,,,,0.126204,0.149689,,0.203186,,,,0.119126,0.139731,,0.177552,,,,0.0140927,0.0171202,,0.0282578,,,7.77795,2.62778,0.33785,8.79595
0.652178,0.0108575,0.00077074,1.54776,9/23/2014 19:00:00,1.49613,0.0462963,0.12789,0.00907852,1.49571,0.767893,10.8174,0.83354,,0.175961,9/23/2014 18:00:00,2.47877,,14.0871,9.1016,,,0.785596,0.561583,0.5564,0.0607193,0.585569,,,0.182342,0.162949,0.204645,0.198509,0.199308,,,0.153188,0.141262,0.180895,0.192692,0.17372,,,0.0255881,0.0186252,0.0268008,0.0217988,0.0353341,7.84873,2.56832,0.327227,9.12237
0.676746,0.0122947,0.000867728,1.55016,9/23/2014 20:00:00,1.4892,0.0477631,0.131406,0.0092743,1.49683,0.761422,10.7884,0.831017,,0.180673,9/23/2014 19:00:00,2.55993,,14.1688,9.14021,,0.275325,,0.542368,0.824025,,0.807033,,0.141127,,0.190037,0.177229,0.19763,0.177128,,0.135055,,0.167294,0.146753,0.195636,0.146514,,0.0154148,,0.0228048,0.0229378,0.0205763,0.026377,7.84264,2.77785,0.354198,9.05117
0.689183,0.0117024,0.000793882,1.54849,9/23/2014 21:00:00,1.48677,0.0467536,0.129534,0.00878746,1.49618,0.766361,11.2967,0.828202,,0.177304,9/23/2014 20:00:00,2.61358,,14.7407,9.51941,,0.326267,0.401857,0.455211,,0.118682,,,0.144435,0.158474,0.150395,,0.184403,,,0.136322,0.146431,0.134618,,0.178129,,,0.0154744,0.0180324,0.0167314,,0.0189071,,8.27515,2.8786,0.34786,9.63287
0.680531,0.0120188,0.000812721,1.53749,9/23/2014 22:00:00,1.49424,0.0460179,0.12505,0.00845593,1.48484,0.773327,11.4363,0.812494,,0.171386,9/23/2014 21:00:00,2.53453,,14.7884,9.61853,,0.438156,0.940113,,0.909872,,0.397713,,0.115893,0.150574,,0.171501,,0.147248,,0.105448,0.118439,,0.139454,,0.132046,,0.0119902,0.0186803,,0.0214027,,0.0243958,8.35786,2.98143,0.356722,9.5022
0.660657,0.015059,0.00116975,1.53807,9/23/2014 23:00:00,1.48622,0.0513183,0.104042,0.00808178,1.48166,0.759836,9.7819,0.801507,85.8608,0.179595,9/23/2014 22:00:00,2.31205,28.4305,12.8737,8.37004,,,0.623082,0.548628,0.692288,0.694556,0.355604,,,0.128692,0.162497,0.160402,0.202518,0.15555,,,0.109385,0.141404,0.133852,0.175312,0.141245,,,0.0142979,0.0214355,0.0203309,0.026849,0.0277651,7.47572,2.72404,0.364386,8.49692
0.650816,0.0127018,0.00100052,1.53657,9/24/2014 00:00:00,1.49137,0.0512649,0.100099,0.00788485,1.48081,0.763236,9.6894,0.803322,91.7067,0.176614,9/23/2014 23:00:00,2.24214,27.4723,12.6952,8.26199,,0.298309,,0.838706,,,0.494105,,0.116963,,0.161881,,,0.148218,,0.111262,,0.131162,,,0.129064,,0.0123419,,0.0196854,,,0.0260995,7.3915,2.6359,0.356612,8.90937
0.664916,0.0178133,0.00131706,1.51043,9/24/2014 01:00:00,1.51184,0.0491616,0.121427,0.00897789,1.4505,0.767213,10.3766,0.762127,95.1696,0.173331,9/24/2014 00:00:00,2.34431,26.5554,13.5251,8.95447,0.136492,0.597625,0.705634,1.0457,1.15426,,,0.116547,0.117645,0.123693,0.131441,0.185104,,,0.114796,0.100645,0.10176,0.0980634,0.154258,,,0.0142434,0.0124471,0.013592,0.0147405,0.0284844,,,8.57532,3.16806,0.36944,9.8694
0.618277,0.0145737,0.00116285,1.51856,9/24/2014 02:00:00,1.50129,0.0493331,0.1042,0.00831426,1.45889,0.762873,9.56086,0.770385,96.2378,0.178317,9/24/2014 01:00:00,2.2348,25.9936,12.5327,8.253,,,0.84259,,0.955621,0.608544,0.697719,,,0.118216,,0.17212,0.156722,0.133116,,,0.0923392,,0.139523,0.13327,0.108183,,,0.0122457,,0.0229827,0.0204554,0.0208732,8.13957,2.96958,0.364832,9.5899
0.672746,0.0250531,0.00171078,1.48381,9/24/2014 03:00:00,1.52846,0.0459392,0.184587,0.0126048,1.42614,0.788824,11.5518,0.729399,96.9165,0.150921,9/24/2014 02:00:00,2.21013,25.6329,14.6443,9.86934,,0.48158,0.844925,0.685499,1.09737,0.991176,0.856256,,0.110346,0.0815621,0.117812,0.109875,0.169584,0.125847,,0.0987906,0.0625313,0.0965585,0.0783045,0.136383,0.0970864,,0.0114779,0.00733604,0.0127909,0.0115662,0.0245427,0.0166474,10.9966,4.2055,0.382438,12.3774
0.732026,0.0375303,0.00163166,1.39951,9/24/2014 04:00:00,1.6089,0.0318254,0.377119,0.0163955,1.35412,0.855795,19.6844,0.651537,98.4039,0.0943527,9/24/2014 03:00:00,2.17024,25.4665,23.0013,16.4353,,0.553157,,0.582757,,0.869368,0.956767,,0.0888952,,0.0692815,,0.0722331,0.0871862,,0.0773273,,0.0588777,,0.053988,0.0629818,,0.00812634,,0.00640929,,0.00688856,0.0107382,17.806,7.46204,0.419075,19.486
0.745444,0.100355,0.00425792,1.38119,9/24/2014 05:00:00,1.62765,0.0316283,0.39824,0.0168968,1.33566,0.858716,20.239,0.630387,99.6992,0.0885011,9/24/2014 04:00:00,2.08588,25.3306,23.5689,17.0643,,0.454566,0.643285,0.783755,0.620467,,,,0.0925828,0.0743322,0.112607,0.0785475,,,,0.0837273,0.0623063,0.0888319,0.0656448,,,,0.00889396,0.00672625,0.0114886,0.00738262,,,19.2054,7.61643,0.396577,20.8987
0.637603,0.0286847,0.00191762,1.4661,9/24/2014 06:00:00,1.55693,0.0426248,0.201161,0.0134479,1.41519,0.81727,12.2251,0.727388,97.5183,0.124739,9/24/2014 05:00:00,1.86592,25.358,14.9585,10.2029,,,1.02351,,0.689559,1.20187,0.572097,,,0.108863,,0.108859,0.120394,0.139092,,,0.0795328,,0.0887809,0.0852484,0.117912,,,0.0111577,,0.0123974,0.0151593,0.0188054,9.86705,3.78157,0.383253,10.9993
0.61263,0.0252814,0.00161781,1.44118,9/24/2014 07:00:00,1.57764,0.0392033,0.183953,0.0117715,1.39211,0.832542,13.0101,0.699263,100.62,0.114865,9/24/2014 06:00:00,1.79499,24.6975,15.627,10.8431,,0.500153,,0.650724,0.888155,1.12868,0.789158,,0.0964815,,0.0951593,0.0855626,0.0991497,0.12467,,0.0857477,,0.0787025,0.0639358,0.0688878,0.09799,,0.00981153,,0.0100962,0.0083547,0.0120324,0.0167197,11.8975,4.91605,0.413201,13.0389
0.555787,0.0208394,0.00146291,1.44999,9/24/2014 08:00:00,1.56901,0.0390157,0.146588,0.0102903,1.401,0.829676,11.8189,0.709694,101.129,0.119555,9/24/2014 07:00:00,1.70309,24.1203,14.2452,9.82433,,0.529636,1.20025,0.845639,,1.14006,,,0.107995,0.0869187,0.0886314,,0.0992246,,,0.0948846,0.0584322,0.0675185,,0.0687213,,,0.0116521,0.00757338,0.00853363,,0.0118925,,10.8714,4.35437,0.400535,12.0131
0.518539,0.0188466,0.00142257,1.45497,9/24/2014 09:00:00,1.56262,0.0391401,0.120591,0.00910238,1.40623,0.828588,10.9774,0.71507,101.589,0.121747,9/24/2014 08:00:00,1.61294,23.8758,13.2483,9.1055,,0.626129,0.896958,,0.973217,,1.41839,,0.097985,0.0801052,,0.0982098,,0.103974,,0.0826904,0.0600197,,0.0717047,,0.0678582,,0.00995497,0.00762769,,0.00981995,,0.0160155,9.83617,4.1486,0.42177,10.6546
0.514476,0.0251992,0.00207274,1.45686,9/24/2014 10:00:00,1.56206,0.0423177,0.114559,0.00942291,1.40791,0.826819,10.052,0.717672,101.507,0.119368,9/24/2014 09:00:00,1.45121,23.8258,12.1574,8.34496,,,1.05965,0.882302,1.21259,1.1248,0.800468,,,0.0985372,0.0890334,0.108043,0.123944,0.131032,,,0.0703471,0.0668477,0.0745787,0.089724,0.103154,,,0.0101047,0.00864738,0.011277,0.0150865,0.022746,9.39441,3.79383,0.403839,10.2818
0.480003,0.0178266,0.00158099,1.47472,9/24/2014 11:00:00,1.5473,0.04257,0.110161,0.00976983,1.42584,0.820025,9.24627,0.740337,100.246,0.126054,9/24/2014 10:00:00,1.42133,24.6249,11.2756,7.64594,,0.470862,,0.63586,1.04819,0.877413,1.09743,,0.0967873,,0.0947891,0.13637,0.142361,0.161068,,0.0869971,,0.078877,0.102492,0.111657,0.126135,,0.0103945,,0.0103412,0.0171808,0.0199927,0.0337796,7.93359,3.23169,0.407343,8.66938
0.498706,0.0202091,0.00179159,1.50119,9/24/2014 12:00:00,1.52037,0.0442116,0.121449,0.0107668,1.45231,0.807277,9.10607,0.770692,87.9677,0.135953,9/24/2014 11:00:00,1.53355,27.6336,11.28,7.51404,,0.211922,0.765286,0.677104,,,,,0.089332,0.135224,0.104641,,,,,0.0867244,0.109542,0.0857513,,,,,0.00930992,0.0180857,0.0114511,,,,7.37724,2.86162,0.387898,8.09698
0.516863,0.0181349,0.00142926,1.48995,9/24/2014 13:00:00,1.53249,0.0407354,0.128755,0.0101475,1.44162,0.814887,10.3396,0.759197,79.449,0.132801,9/24/2014 12:00:00,1.68502,28.6398,12.6883,8.51592,,0.432903,0.767325,,0.611304,0.43457,0.359075,,0.118839,0.121744,,0.137105,0.16347,0.157247,,0.108334,0.0978365,,0.115967,0.146817,0.142663,,0.0138513,0.0118647,,0.0169813,0.0199674,0.022766,7.14683,2.79853,0.391576,8.03819
0.499418,0.0138199,0.00123346,1.53106,9/24/2014 14:00:00,1.50072,0.0445741,0.0808639,0.00721728,1.4829,0.792872,8.8835,0.813188,73.4911,0.154103,9/24/2014 13:00:00,1.72661,30.1087,11.2042,7.31795,,,0.759081,0.315072,0.552313,0.388592,0.0154369,,,0.131029,0.120237,0.205845,0.175465,0.184306,,,0.106106,0.112384,0.182217,0.159931,0.176612,,,0.0164851,0.0133271,0.0259937,0.0220744,0.0280238,6.76976,2.38571,0.352407,7.90816
0.524725,0.014323,0.00123139,1.53492,9/24/2014 15:00:00,1.49751,0.0451119,0.0837545,0.00720058,1.48751,0.793028,9.22421,0.819483,68.4333,0.153428,9/24/2014 14:00:00,1.78462,31.6181,11.6316,7.57799,,,,0.721367,,0.179261,0.48881,,,,0.154203,,0.156769,0.154365,,,,0.127242,,0.150176,0.134795,,,,0.0178129,,0.0176132,0.0285181,7.10742,2.47167,0.347759,8.33733
,,,,9/24/2014 16:00:00,,,,,,,,,65.3414,,9/24/2014 15:00:00,,31.8974,,,,0.44111,0.554697,0.325647,0.650711,,,,0.119693,0.12317,0.111715,0.136853,,,,0.108792,0.107447,0.104111,0.114204,,,,0.0128994,0.0137433,0.0120913,0.0155271,,,,,,
0.686531,0.0135227,0.00106419,1.56153,9/24/2014 17:00:00,1.47664,0.0540276,0.136977,0.0107796,1.50489,0.740012,9.40337,0.837384,61.5595,0.194117,9/24/2014 16:00:00,2.46665,32.7667,12.707,8.13754,0.394843,,0.339471,,0.480532,0.493339,0.335701,0.130324,,0.15936,,0.181165,0.172083,0.167519,0.120593,,0.150202,,0.161457,0.152071,0.153016,0.0166586,,0.0171143,,0.0218761,0.0229515,0.0307421,6.74139,2.07056,0.307141,8.19085
0.767385,0.0181752,0.001169,1.54834,9/24/2014 18:00:00,1.48733,0.049357,0.161763,0.0104043,1.4953,0.763588,11.872,0.826978,62.0984,0.175481,9/24/2014 17:00:00,2.72832,32.7458,15.5477,10.0415,,0.297938,,0.520438,0.633558,0.315778,0.366535,,0.109143,,0.131898,0.169302,0.145354,0.16228,,0.103833,,0.115228,0.144178,0.135125,0.146972,,0.0114225,,0.0146952,0.0210459,0.0172222,0.0228059,8.06985,2.98267,0.369606,9.62303
0.775926,0.013658,0.00085751,1.54794,9/24/2014 19:00:00,1.49059,0.0487161,0.149522,0.00938767,1.4942,0.761742,12.1327,0.827126,58.1384,0.179296,9/24/2014 18:00:00,2.85575,33.7461,15.9275,10.2895,,0.312086,0.466378,0.590317,,0.277501,,,0.122763,0.129555,0.140562,,0.183958,,,0.116337,0.116952,0.119967,,0.172749,,,0.0134477,0.0148039,0.0154201,,0.0226177,,8.07192,2.70767,0.335444,9.69787
