Ammonium_AMS,Chloride_AMS,ClFraction_AMS,Density_AMS,ETime_AMS,HtoC_AMS,NH4Fraction_AMS,Nitrate_AMS,NO3Fraction_AMS,OADensity_ams,OAFraction_AMS,OA_AMS,OtoC_AMS,RH_AMS,SO4Fraction_AMS,STime_AMS,Sulfate_AMS,Temp_AMS,TotalMass_AMS,Volume_ams,Rkappa_dis_51,Rkappa_dis_75,Rkappa_dis_94,Rkappa_dis_112,Rkappa_dis_142,Rkappa_dis_171,Rkappa_dis_222,Rkappa_mean_51,Rkappa_mean_75,Rkappa_mean_94,Rkappa_mean_112,Rkappa_mean_142,Rkappa_mean_171,Rkappa_mean_222,RKappa_median_51,RKappa_median_75,RKappa_median_94,RKappa_median_112,RKappa_median_142,RKappa_median_171,RKappa_median_222,Rkappa_sd_51,Rkappa_sd_75,Rkappa_sd_94,Rkappa_sd_112,Rkappa_sd_142,Rkappa_sd_171,Rkappa_sd_222,RSMPS_AMSVol,RSMPS_kappaVol,RSMPS_kappaVol_frac,RSMPS_TotVol
,,,,8/16/2014 20:00:00,,,,,,,,,,,8/16/2014 19:00:00,,,,,,0.461376,0.535164,0.392665,0.308053,0.273415,0.75333,,0.145372,0.157285,0.167308,0.135552,0.119411,0.0994313,,0.131244,0.13876,0.152937,0.126775,0.112216,0.0780467,,0.0171728,0.0193307,0.0216447,0.0175975,0.0172024,0.0238136,,,,
,,,,8/16/2014 21:00:00,,,,,,,,,,,8/16/2014 20:00:00,,,,,,0.381748,,0.355124,,,0.444104,,0.130764,,0.127656,,0.116229,0.108076,,0.121318,,0.117948,,0.115707,0.0953379,,0.0146837,,0.0151954,,0.0125618,0.0265216,,,,
,,,,8/16/2014 22:00:00,,,,,,,,,,,8/16/2014 21:00:00,,,,,,0.280297,0.717585,0.517725,,,,,0.121737,0.132177,0.154965,0.116128,,,,0.116353,0.108628,0.13594,0.11496,,,,0.0130754,0.015767,0.021336,0.0120859,,,,,,
0.165582,0.00657167,0.00158667,1.52133,8/16/2014 23:00:00,1.43647,0.0399782,0.169627,0.0409549,1.48691,0.848146,3.51284,0.778419,,0.0693341,8/16/2014 22:00:00,0.287168,,4.14179,2.72248,0.0802956,0.352635,0.548625,,0.436805,,,0.110136,0.117101,0.117024,,0.152953,,,0.109128,0.109652,0.102291,,0.137611,0.0714654,0.0327433,0.0114297,0.0123694,0.014181,,0.0205075,0.02,0.02,2.19052,1.14688,0.523567,2.23239
0.161721,0.00589126,0.00145421,1.49799,8/17/2014 00:00:00,1.47356,0.0399195,0.167672,0.0413884,1.46079,0.848619,3.43791,0.756189,,0.0686192,8/16/2014 23:00:00,0.277989,,4.05119,2.70441,,,0.434465,0.462285,0.512805,0.160688,0.905517,,,0.13765,0.134844,0.178435,0.12414,0.127622,,,0.125726,0.120291,0.157491,0.119265,0.0973422,,,0.0163598,0.0162181,0.0214267,0.0167422,0.0340078,2.08017,1.09992,0.528762,2.11478
0.15154,0.00660892,0.00172198,1.51383,8/17/2014 01:00:00,1.44501,0.0394843,0.124579,0.0324595,1.48056,0.855811,3.28458,0.77276,,0.0705233,8/17/2014 00:00:00,0.270667,,3.83797,2.53527,,0.214672,,0.724468,0.31396,,0.480103,,0.119794,,0.140883,0.134782,0.126628,0.103444,,0.116233,,0.115137,0.125853,0.123955,0.0901086,,0.0126824,,0.0182058,0.0165337,0.0149656,0.0228047,2.02709,1.06437,0.525073,2.06248
0.139945,0.00565135,0.00150315,1.52769,8/17/2014 02:00:00,1.42497,0.0372228,0.105023,0.027934,1.49796,0.863544,3.24664,0.790462,,0.0697956,8/17/2014 01:00:00,0.262408,,3.75966,2.46102,,0.310258,0.612155,0.496846,,,,,0.10521,0.138001,0.120177,,0.128099,,,0.0997535,0.118008,0.105811,,0.125436,,,0.0111548,0.0168285,0.015231,,0.0147167,,1.99333,1.06874,0.536156,2.02812
0.150285,0.00572677,0.00147797,1.52552,8/17/2014 03:00:00,1.43134,0.0387857,0.136427,0.0352093,1.49369,0.856235,3.31769,0.78709,,0.0682916,8/17/2014 02:00:00,0.264613,,3.87475,2.53995,0.176008,0.333031,0.569111,,0.462137,,,0.107883,0.10417,0.116472,,0.130041,,0.0794138,0.105631,0.0981236,0.100973,,0.115854,,0.078792,0.0112462,0.0106939,0.0138547,,0.0182872,,0.00867106,2.1654,1.19562,0.552146,2.20149
0.160995,0.00596371,0.00142632,1.52142,8/17/2014 04:00:00,1.43795,0.0385048,0.16425,0.0392834,1.48883,0.855242,3.57591,0.782801,,0.0655437,8/17/2014 03:00:00,0.27405,,4.18117,2.7482,0.22999,,0.691235,0.558025,0.677596,0.278283,0.547827,0.111072,,0.107934,0.116107,0.137635,0.120094,0.104958,0.107629,,0.0889179,0.0998715,0.113877,0.112724,0.0892061,0.012062,,0.0119201,0.013502,0.018943,0.0154576,0.0279551,2.44483,1.38033,0.564592,2.48303
0.154104,0.00598253,0.00152575,1.52071,8/17/2014 05:00:00,1.43771,0.0393016,0.129363,0.0329919,1.48902,0.858939,3.36795,0.782978,,0.0672413,8/17/2014 04:00:00,0.263657,,3.92105,2.57843,,0.361528,0.527788,0.534844,0.630531,0.162606,0.564153,,0.101866,0.107662,0.103411,0.14431,0.123121,0.102437,,0.0951212,0.0948621,0.08968,0.121565,0.118252,0.0865129,,0.0106277,0.0118248,0.0113616,0.0232218,0.0154644,0.0249166,2.39892,1.40506,0.585706,2.43308
0.150132,0.00725795,0.0016972,1.52731,8/17/2014 06:00:00,1.43137,0.0351068,0.151151,0.0353451,1.49752,0.863292,3.6918,0.793925,,0.0645587,8/17/2014 05:00:00,0.27608,,4.27642,2.79997,,0.366715,,0.438837,,0.381806,0.586617,,0.109436,,0.10801,,0.111755,0.144971,,0.102023,,0.0970873,,0.101879,0.122564,,0.0116045,,0.0120467,,0.0161105,0.0279892,2.51452,1.44425,0.574362,2.5564
0.154845,0.00576303,0.00133736,1.51921,8/17/2014 07:00:00,1.44235,0.035933,0.15479,0.0359202,1.48833,0.862897,3.71845,0.784793,,0.0639122,8/17/2014 06:00:00,0.275415,,4.30927,2.83652,0.239391,0.42943,0.585664,0.671158,0.707855,,,0.108817,0.0983787,0.105345,0.112437,0.116647,,,0.105226,0.0897879,0.0906442,0.0925185,0.0947012,,,0.0120096,0.0102789,0.0122194,0.0135202,0.0168077,,,2.55645,1.42385,0.556962,2.59715
0.185477,0.00877243,0.00189634,1.50936,8/17/2014 08:00:00,1.4591,0.0400947,0.197718,0.0427406,1.47561,0.855842,3.95912,0.773114,,0.059426,8/17/2014 07:00:00,0.274904,,4.62599,3.06487,,0.368637,0.767463,,0.612494,,0.666195,,0.0894335,0.0968543,,0.123941,0.116244,0.10109,,0.0833239,0.0771,,0.104453,0.114599,0.082085,,0.00885891,0.010428,,0.0167273,0.0127316,0.0251207,2.98262,1.68509,0.56497,3.03279
0.202366,0.00951317,0.00198392,1.50157,8/17/2014 09:00:00,1.47017,0.0422023,0.233012,0.0485932,1.46592,0.85221,4.08647,0.763083,,0.0550107,8/17/2014 08:00:00,0.263784,,4.79515,3.19343,,,0.7355,0.7659,0.0203611,0.580572,0.95246,,,0.0993568,0.0852331,0.129129,0.101333,0.125903,,,0.0802099,0.0670456,0.126088,0.0859312,0.0947085,,,0.0105834,0.00850378,0.0145715,0.0140065,0.0357588,3.37516,1.95832,0.580214,3.42817
0.191702,0.00895707,0.00193328,1.50537,8/17/2014 10:00:00,1.4681,0.0413767,0.186059,0.0401585,1.4729,0.862228,3.99479,0.77411,,0.0543038,8/17/2014 09:00:00,0.251595,,4.6331,3.07772,,0.468157,,0.975665,0.681488,0.535188,1.01353,,0.0858,,0.0988204,0.118869,0.107545,0.121088,,0.0771981,,0.0721679,0.0975224,0.0928615,0.0891591,,0.00843169,,0.0107333,0.0185367,0.0171901,0.0332526,3.23868,1.83784,0.567465,3.2964
0.128662,0.00533363,0.00147809,1.49616,8/17/2014 11:00:00,1.45888,0.0356557,0.0963813,0.0267098,1.46649,0.876417,3.16252,0.756874,,0.0597391,8/17/2014 10:00:00,0.215566,,3.60846,2.41181,,0.429048,0.815206,0.90559,,0.202703,,,0.0928731,0.0944708,0.114818,,0.115606,,,0.0847742,0.0736667,0.0870457,,0.110292,,,0.00994245,0.0100617,0.0140311,,0.0136777,,2.63916,1.59641,0.604892,2.67346
0.0952972,0.00758907,0.00277966,1.50761,8/17/2014 12:00:00,1.44623,0.0349047,0.0750575,0.0274915,1.47863,0.873749,2.38552,0.770145,,0.0610756,8/17/2014 11:00:00,0.166749,,2.73021,1.81095,,0.587419,0.906072,,0.587296,,0.787942,,0.109308,0.0918818,,0.102498,,0.130504,,0.0938255,0.0689749,,0.0869668,,0.103063,,0.0129956,0.00968649,,0.0136448,,0.0461343,1.90586,1.25303,0.65746,1.92396
0.1809,0.0180864,0.0040421,1.52393,8/17/2014 13:00:00,1.46338,0.040429,0.215251,0.0481062,1.49055,0.848771,3.79782,0.802586,,0.0586521,8/17/2014 12:00:00,0.262438,,4.47449,2.93616,,,1.10627,0.767534,0.633046,0.488334,0.549232,,,0.103934,0.0931321,0.0959179,0.105495,0.151696,,,0.0736218,0.073362,0.0798396,0.092702,0.129997,,,0.0111117,0.0110709,0.0112636,0.0144951,0.0231544,3.09979,1.74509,0.562971,3.17057
0.230247,0.0110021,0.00172036,1.55209,8/17/2014 14:00:00,1.42341,0.0360029,0.175009,0.0273656,1.52394,0.857843,5.48611,0.836125,,0.0770682,8/17/2014 13:00:00,0.49287,,6.39524,4.12042,,0.428192,,0.628742,0.448729,0.264107,,,0.111451,,0.145147,0.149421,0.122387,0.078943,,0.101766,,0.122474,0.133876,0.115267,0.0783299,,0.0125226,,0.0164955,0.0177261,0.0145397,0.00836067,3.20241,1.62852,0.508528,3.26857
0.365172,0.00997635,0.000925606,1.58332,8/17/2014 15:00:00,1.40154,0.0338807,0.145451,0.0134949,1.55891,0.857678,9.24422,0.885068,,0.0940203,8/17/2014 14:00:00,1.01337,,10.7782,6.80735,,0.405396,0.574789,0.467393,,0.225626,,,0.12855,0.138911,0.156224,,0.147685,,,0.118324,0.120461,0.139348,,0.140271,,,0.0137664,0.0152492,0.0167759,,0.0154831,,4.46682,2.24771,0.5032,4.57812
0.363256,0.00960621,0.000751512,1.58923,8/17/2014 16:00:00,1.39238,0.0284182,0.120193,0.00940296,1.56989,0.880764,11.2584,0.898929,,0.0806636,8/17/2014 15:00:00,1.03108,,12.7825,8.0432,0.430531,0.381371,0.275144,0.396172,0.34213,,0.442924,0.158924,0.149413,0.180728,0.164036,0.160381,,0.105195,0.145339,0.138649,0.173409,0.14976,0.148603,,0.092828,0.0233492,0.0162035,0.0189049,0.0178112,0.0182564,,0.0143832,5.52683,2.69917,0.488375,5.67417
0.381092,0.00930318,0.000696544,1.59318,8/17/2014 17:00:00,1.38656,0.028533,0.098305,0.00736025,1.57488,0.884241,11.8101,0.904027,,0.0791693,8/17/2014 16:00:00,1.0574,,13.3562,8.38334,,,0.334938,,0.450701,0.266511,,,,0.159714,,0.148631,0.120506,0.0879268,,,0.150739,,0.133073,0.113431,0.0849835,,,0.0171147,,0.0156213,0.0131905,0.00987369,6.24923,3.07161,0.491518,6.4216
0.435522,0.0117782,0.000768813,1.59707,8/17/2014 18:00:00,1.38223,0.0284285,0.112586,0.007349,1.57957,0.8864,13.5796,0.909651,,0.0770537,8/17/2014 17:00:00,1.18046,,15.3199,9.5925,,0.367029,,0.50076,0.470316,0.280337,0.331114,,0.139445,,0.155751,0.14447,0.118251,0.106533,,0.12999,,0.137408,0.128458,0.110938,0.0973165,,0.0149789,,0.0164586,0.0146397,0.0119026,0.0147295,7.10982,3.48212,0.489762,7.31304
0.485444,0.01103,0.000708331,1.60546,8/17/2014 19:00:00,1.37661,0.0311746,0.129558,0.00832006,1.58612,0.870334,13.5527,0.917813,,0.0894627,8/17/2014 18:00:00,1.39309,,15.5718,9.69928,,0.247063,0.433455,0.585917,,0.358673,0.55725,,0.150614,0.182351,0.164837,,0.136431,0.102038,,0.145119,0.166927,0.141977,,0.125282,0.0863971,,0.0154962,0.0194678,0.0168539,,0.0135071,0.0120572,7.43581,3.56089,0.478884,7.66747
0.555831,0.0129848,0.000747814,1.61663,8/17/2014 20:00:00,1.37468,0.0320112,0.126417,0.00728058,1.59815,0.867104,15.0561,0.939095,,0.0928569,8/17/2014 19:00:00,1.61233,,17.3636,10.7407,0.201428,0.222719,0.413606,0.608507,0.360796,,,0.173382,0.146041,0.162341,0.249465,0.153441,,,0.168988,0.141465,0.149429,0.228806,0.141383,,,0.0183293,0.0149979,0.0166885,0.0277381,0.0165817,,,8.52074,3.67853,0.431715,8.85624
0.569607,0.0128692,0.000751785,1.60983,8/17/2014 21:00:00,1.38154,0.033275,0.119202,0.00696348,1.59016,0.865058,14.8082,0.929058,,0.0939513,8/17/2014 20:00:00,1.60827,,17.1182,10.6335,0.232223,,0.420663,,0.487396,0.31859,,0.158888,,0.181298,,0.174383,0.169394,0.123849,0.153888,,0.166631,,0.154872,0.157396,0.119259,0.0193133,,0.0194749,,0.0193538,0.0174485,0.0159518,8.36752,3.52215,0.420931,8.69901
0.527678,0.0115546,0.000697988,1.59986,8/17/2014 22:00:00,1.38425,0.0318759,0.119692,0.00723037,1.57932,0.867361,14.3584,0.910646,,0.0928348,8/17/2014 21:00:00,1.5368,,16.5541,10.3472,,0.302516,0.424156,0.686175,0.252484,0.0395469,,,0.164418,0.185096,0.18002,0.166646,0.146731,0.096298,,0.156227,0.169977,0.152767,0.158024,0.142574,0.0935293,,0.0171396,0.0196216,0.0199722,0.018028,0.0148187,0.0102714,8.07722,3.54354,0.438708,8.36233
0.55346,0.0123999,0.000769393,1.60171,8/17/2014 23:00:00,1.38326,0.0343414,0.112478,0.00697912,1.58115,0.865838,13.9542,0.913356,,0.0920721,8/17/2014 22:00:00,1.48387,,16.1164,10.062,0.333752,0.248448,,0.470681,,,,0.141507,0.149657,,0.174183,,0.132297,0.0879408,0.133504,0.14415,,0.155599,,0.129843,0.0874277,0.0171534,0.0155246,,0.017788,,0.013376,0.00890968,8.03376,3.53653,0.440209,8.31823
0.622614,0.0147133,0.000942428,1.59926,8/18/2014 00:00:00,1.38286,0.03988,0.128482,0.00822961,1.57715,0.858724,13.4065,0.905572,,0.0922237,8/17/2014 23:00:00,1.43981,,15.6122,9.76214,0.0936624,0.322523,0.468364,0.402284,0.375746,,,0.159903,0.153435,0.1796,0.182451,0.150512,,,0.15826,0.144975,0.162536,0.166485,0.13805,,,0.0189441,0.0158959,0.0191277,0.018485,0.015603,,,7.92034,3.49791,0.441636,8.19894
0.616366,0.0135882,0.000885274,1.59896,8/18/2014 01:00:00,1.38037,0.0401565,0.133922,0.00872508,1.57683,0.858962,13.1843,0.903177,,0.0912715,8/18/2014 00:00:00,1.40094,,15.3491,9.59945,,0.367312,0.592382,,0.141754,0.249314,0.258375,,0.16429,0.189375,,0.179725,0.141154,0.119643,,0.153161,0.165902,,0.173869,0.133393,0.1113,,0.0180431,0.0206107,,0.0185973,0.0146548,0.0155527,7.95717,3.53273,0.443968,8.23932
0.598521,0.0126953,0.000841306,1.59479,8/18/2014 02:00:00,1.38158,0.0396635,0.150523,0.00997504,1.57227,0.859826,12.9747,0.895547,,0.0896945,8/18/2014 01:00:00,1.35349,,15.09,9.46204,,,0.986707,0.395018,0.200911,,0.564174,,,0.208496,0.167039,0.147465,0.131995,0.148746,,,0.182593,0.15258,0.141326,0.129414,0.126779,,,0.0287503,0.0175035,0.0154116,0.0136492,0.0183015,8.08664,3.6022,0.445451,8.37516
0.594747,0.013396,0.000889099,1.58611,8/18/2014 03:00:00,1.38916,0.0394735,0.155163,0.0102982,1.56266,0.860787,12.9695,0.883178,,0.0885521,8/18/2014 02:00:00,1.33421,,15.067,9.49934,0.338371,0.4845,,0.516078,,,0.884971,0.166637,0.152851,,0.176196,,0.126797,0.127945,0.157005,0.136929,,0.155401,,0.124123,0.0981454,0.0262789,0.0165435,,0.0186585,,0.012904,0.017375,8.18214,3.64348,0.445296,8.4565
0.611618,0.0143674,0.00102245,1.58654,8/18/2014 04:00:00,1.38724,0.0435254,0.12917,0.00919229,1.5624,0.856755,12.0391,0.881313,,0.0895052,8/18/2014 03:00:00,1.25772,,14.052,8.85699,0.173427,0.409703,0.439199,0.294228,0.364652,,,0.206593,0.148843,0.18411,0.172985,0.156128,,,0.202369,0.136829,0.168255,0.162612,0.143701,,,0.024363,0.015901,0.0193777,0.0189772,0.0164585,,,7.80109,3.51866,0.451048,8.06095
0.580051,0.0147158,0.00102628,1.57809,8/18/2014 05:00:00,1.39608,0.0404527,0.162807,0.0113541,1.55339,0.859495,12.3243,0.870992,,0.0876723,8/18/2014 04:00:00,1.25713,,14.339,9.08631,0.203768,0.328768,0.321693,,0.212996,0.154725,0.307943,0.185787,0.154082,0.177403,,0.145035,0.12469,0.112493,0.180998,0.145323,0.168091,,0.138679,0.119898,0.103401,0.0238088,0.0164554,0.0183961,,0.0152323,0.0126845,0.0154199,7.88261,3.54037,0.449137,8.12911
0.620828,0.0137131,0.0010016,1.57762,8/18/2014 06:00:00,1.39808,0.0453453,0.143931,0.0105127,1.55233,0.856904,11.732,0.870459,,0.0862361,8/18/2014 05:00:00,1.18067,,13.6911,8.67834,,,0.161043,0.531683,0.236634,0.170844,0.458329,,,0.179551,0.172758,0.136759,0.121009,0.10502,,,0.176367,0.151541,0.130135,0.116077,0.0921859,,,0.0186461,0.018281,0.0143812,0.012451,0.0130886,7.44208,3.45726,0.464556,7.66505
0.552267,0.0146311,0.00111119,1.57738,8/18/2014 07:00:00,1.39608,0.0419434,0.120438,0.00914701,1.553,0.861412,11.3422,0.870278,,0.0863867,8/18/2014 06:00:00,1.13745,,13.167,8.34739,0.435812,0.467174,,0.619249,0.380496,0.157361,0.594023,0.143129,0.15795,,0.191632,0.151986,0.123959,0.143008,0.130596,0.142411,,0.166144,0.139204,0.119149,0.120546,0.0219351,0.0181624,,0.0214699,0.0158323,0.0129035,0.0192824,7.11996,3.37435,0.473927,7.31985
0.556365,0.0149214,0.00115265,1.57208,8/18/2014 08:00:00,1.40461,0.0429784,0.128095,0.00989516,1.54695,0.860901,11.1446,0.86516,,0.0850728,8/18/2014 07:00:00,1.10129,,12.9452,8.23445,,0.594306,0.202173,0.641278,,,,,0.101187,0.178185,0.169607,,0.127525,,,0.0865615,0.173777,0.144271,,0.124888,,,0.0102307,0.0189318,0.0190939,,0.0132598,,7.24165,3.46997,0.479168,7.43865
0.525666,0.0145826,0.00115328,1.57471,8/18/2014 09:00:00,1.39972,0.0415727,0.119672,0.00946433,1.55018,0.862204,10.9021,0.867658,,0.0856056,8/18/2014 08:00:00,1.08244,,12.6445,8.02971,,0.518085,0.482709,,0.529815,,0.305957,,0.139695,0.179952,,0.146051,,0.113233,,0.123498,0.162122,,0.127282,,0.104135,,0.0159296,0.0196615,,0.0149957,,0.0165214,6.94997,3.32897,0.478991,7.13914
0.540776,0.0143121,0.00111875,1.57161,8/18/2014 10:00:00,1.40509,0.0422714,0.126633,0.00989863,1.54661,0.861843,11.0255,0.864868,,0.0848684,8/18/2014 09:00:00,1.08572,,12.7929,8.14003,,,0.374581,0.687836,0.207196,,0.416267,,,0.169854,0.160808,0.145956,0.127323,0.112234,,,0.158376,0.134453,0.139716,0.124677,0.0999323,,,0.0182218,0.0174692,0.0157423,0.0134821,0.0170429,7.04972,3.34681,0.474744,7.25207
0.565878,0.0162842,0.00130461,1.57523,8/18/2014 11:00:00,1.40012,0.0453354,0.130848,0.0104829,1.55005,0.858553,10.7165,0.8677,,0.0843242,8/18/2014 10:00:00,1.05254,,12.482,7.92393,,0.465256,,0.684595,0.449044,0.166913,,,0.135635,,0.161442,0.151075,0.122719,0.0783973,,0.122239,,0.13515,0.135359,0.117789,0.0767175,,0.0154602,,0.0185312,0.0158076,0.0133798,0.00848666,6.79266,3.27263,0.481789,6.97569
0.553636,0.0274977,0.00204014,1.57225,8/18/2014 12:00:00,1.40549,0.041076,0.230752,0.0171202,1.54672,0.857848,11.5624,0.865354,,0.0819154,8/18/2014 11:00:00,1.10408,,13.4783,8.57263,0.457318,0.589898,0.510398,0.351499,,0.158065,,0.140485,0.136033,0.161496,0.167825,,0.123949,,0.127195,0.117037,0.143788,0.1553,,0.119128,,0.028069,0.0152529,0.0190214,0.0185449,,0.0126465,,7.07636,3.32287,0.469573,7.2763
0.512167,0.0169501,0.00103193,1.56684,8/18/2014 13:00:00,1.41437,0.0311809,0.191581,0.0116635,1.54456,0.877656,14.4161,0.867604,,0.0784678,8/18/2014 12:00:00,1.28888,,16.4257,10.4833,0.473807,0.443568,0.374744,,0.219783,,1.30984,0.148638,0.117823,0.169452,,0.142374,,0.153019,0.133825,0.106996,0.157991,,0.135952,,0.116029,0.0268254,0.0129053,0.0182733,,0.0155482,,0.0247633,8.26905,3.63983,0.440175,8.51429
0.494835,0.0163238,0.000902392,1.57049,8/18/2014 14:00:00,1.41192,0.0273548,0.166186,0.00918691,1.55104,0.890003,16.0997,0.877849,,0.0725533,8/18/2014 13:00:00,1.31245,,18.0895,11.5184,,,0.295406,0.677626,0.536395,0.159852,,,,0.160614,0.141162,0.142466,0.122525,0.0762822,,,0.153295,0.117066,0.123805,0.117728,0.0756621,,,0.0173269,0.0145701,0.014759,0.0123353,0.00760088,9.06489,3.93746,0.434364,9.33659
0.470093,0.0120609,0.000657225,1.59545,8/18/2014 15:00:00,1.38557,0.0256164,0.129182,0.00703941,1.58023,0.900761,16.5301,0.913331,,0.0659264,8/18/2014 14:00:00,1.20983,,18.3513,11.5023,,0.471484,,0.386277,0.596847,0.327535,,,0.136104,,0.136177,0.136117,0.141793,0.1004,,0.122384,,0.124618,0.11568,0.131387,0.0995407,,0.0157909,,0.0142728,0.0135331,0.014151,0.0113226,9.14665,3.86909,0.423006,9.46012
0.395645,0.0112096,0.000596399,1.62029,8/18/2014 16:00:00,1.36276,0.02105,0.0945493,0.00503043,1.61039,0.92234,17.3358,0.953408,,0.0509833,8/18/2014 15:00:00,0.958254,,18.7955,11.6001,0.402571,0.402781,0.395962,0.324024,,0.356345,,0.185042,0.167262,0.177732,0.141173,,0.11138,,0.170983,0.154182,0.164625,0.131629,,0.102337,,0.0287011,0.018403,0.0187967,0.0144066,,0.011821,,9.83506,3.95871,0.40251,10.2484
0.444626,0.0126165,0.000566474,1.63262,8/18/2014 17:00:00,1.35314,0.0199634,0.112069,0.00503181,1.62435,0.928344,20.6761,0.972802,,0.0460944,8/18/2014 16:00:00,1.02662,,22.2721,13.6419,,0.516593,0.433458,,0.439147,,,,0.16772,0.162139,,0.125617,,0.0921851,,0.148893,0.148244,,0.112795,,0.0893768,,0.0189712,0.0172188,,0.0125644,,0.00963581,11.9104,4.71804,0.396127,12.4651
0.538188,0.0120413,0.000503688,1.63275,8/18/2014 18:00:00,1.35701,0.0225123,0.101655,0.00425221,1.62362,0.921598,22.0321,0.97438,,0.0511336,8/18/2014 17:00:00,1.22242,,23.9064,14.6418,,,0.496461,0.696853,0.18987,0.538284,,,,0.136202,0.180445,0.115042,0.123494,0.0947534,,,0.121607,0.152884,0.110472,0.106645,0.0921328,,,0.0138298,0.0190904,0.0115473,0.0124768,0.0102879,12.6766,4.83748,0.381608,13.3055
0.570747,0.012613,0.000498359,1.63697,8/18/2014 19:00:00,1.35566,0.022551,0.109424,0.00432349,1.62809,0.921072,23.3115,0.981947,,0.0515553,8/18/2014 18:00:00,1.30482,,25.3091,15.4609,0.769208,0.365157,,0.648351,,0.417275,0.0546062,0.20166,0.152715,,0.154401,,0.130628,0.112913,0.173806,0.142453,,0.130013,,0.11775,0.108063,0.0363428,0.016092,,0.0157283,,0.0137442,0.0113142,13.3295,5.0405,0.378145,14.0051
0.568319,0.012122,0.000487405,1.63616,8/18/2014 20:00:00,1.35457,0.0228512,0.112267,0.00451409,1.62738,0.92247,22.9422,0.979749,,0.0496774,8/18/2014 19:00:00,1.2355,,24.8704,15.2005,,0.418339,0.530497,0.43939,0.333549,,,,0.173103,0.144998,0.127534,0.121486,,,,0.158799,0.12792,0.114648,0.112815,,,,0.0189437,0.0146242,0.0128553,0.0119597,,,13.439,5.00654,0.372539,14.1273
0.554138,0.0126113,0.00050098,1.63991,8/18/2014 21:00:00,1.34932,0.022013,0.121976,0.00484546,1.63189,0.926541,23.3241,0.98439,,0.0460994,8/18/2014 20:00:00,1.16047,,25.1733,15.3504,,,0.471407,,0.22564,0.343662,,,,0.154647,,0.130509,0.13015,0.123171,,,0.139487,,0.124474,0.120039,0.118736,,,0.0160751,,0.0131754,0.0137552,0.0123832,13.811,5.10314,0.369497,14.5401
0.511619,0.0140575,0.000614264,1.60973,8/19/2014 00:00:00,1.37336,0.022356,0.102565,0.00448174,1.59993,0.928009,21.2375,0.941478,,0.0445388,8/18/2014 23:00:00,1.01927,,22.8851,14.2167,,0.539861,0.556867,0.6179,0.288238,,,,0.109001,0.152942,0.143603,0.111181,,,,0.095381,0.133812,0.121535,0.104522,,,,0.0113452,0.0163931,0.0140646,0.0110538,,,14.7994,5.69928,0.385101,15.4726
0.644516,0.0180164,0.000672157,1.56721,8/19/2014 01:00:00,1.40933,0.0240456,0.156981,0.00585666,1.55495,0.929037,24.9018,0.88327,,0.0403886,8/19/2014 00:00:00,1.08257,,26.8039,17.103,,0.669423,,,,0.384469,,,0.0659219,,,,0.109408,0.0835952,,0.054495,,,,0.0996544,0.0803664,,0.0058317,,,,0.0108034,0.00831117,17.9545,7.4851,0.416892,18.5972
0.609971,0.017139,0.00067221,1.57499,8/19/2014 02:00:00,1.40393,0.0239238,0.137098,0.00537713,1.56309,0.928435,23.6718,0.894562,,0.0415922,8/19/2014 01:00:00,1.06045,,25.4965,16.1884,,,1.00536,0.420105,0.781556,0.32034,,,,0.118568,0.0463101,0.110942,0.109436,0.0798214,,,0.0880836,0.0418953,0.0874548,0.101599,0.0781343,,,0.011856,0.00430241,0.0101452,0.0107805,0.00809503,17.0567,7.01645,0.411362,17.6928
0.698673,0.0175144,0.000771166,1.5919,8/19/2014 03:00:00,1.3844,0.0307629,0.110556,0.00486785,1.57974,0.920379,20.9032,0.911553,,0.0432196,8/19/2014 02:00:00,0.981584,,22.7115,14.2669,,0.695533,,0.820688,0.640112,0.308822,0.321172,,0.0873063,,0.120409,0.118843,0.096137,0.0858509,,0.0714346,,0.0942217,0.0990181,0.0895326,0.078635,,0.00838138,,0.0115742,0.0115531,0.00982359,0.00972567,15.5389,6.15758,0.39627,16.1824
0.664817,0.0203835,0.000947435,1.60644,8/19/2014 04:00:00,1.37313,0.030901,0.128803,0.00598683,1.59494,0.91775,19.7449,0.931857,,0.0444151,8/19/2014 03:00:00,0.955565,,21.5144,13.3926,,0.668859,0.76294,0.967091,,0.323424,,,0.0982947,0.133615,0.12578,,0.0946231,,,0.0814649,0.108219,0.0947913,,0.0877722,,,0.0100562,0.0138977,0.0120601,,0.00953413,,15.0081,5.93698,0.395585,15.6737
0.580213,0.0184728,0.000854432,1.60248,8/19/2014 05:00:00,1.37836,0.0268369,0.163332,0.00755468,1.59064,0.917608,19.8387,0.927612,,0.0471463,8/19/2014 04:00:00,1.0193,,21.62,13.4916,,0.782102,0.988946,1.23371,0.624825,,,,0.0975893,0.130749,0.129289,0.116502,,0.0715322,,0.0771153,0.0990661,0.0928839,0.0975838,,0.069643,,0.00943265,0.0132344,0.0123623,0.0110044,,0.00743841,15.2177,5.98841,0.393516,15.8834
