#DataThief /home/petters/Documents/Research/NASA-80NSSC19K0124/nasa/datathief/Wex2010.png Wednesday 11-Aug-2021 12:42:41 PM
0.7843, 1.7511
0.8061, 1.673
0.8267, 1.6015
0.8447, 1.5301
0.8637, 1.6087
0.902, 1.2753
0.9011, 1.1813
0.9403, 1.2579
0.9604, 1.2246
0.9781, 1.1105
0.986, 1.0614
0.7845, 1.5585
0.8067, 1.4916
0.8269, 1.4269
0.8449, 1.3733
0.8641, 1.4407
0.9026, 1.1478
0.9007, 1.0895
0.9402, 1.1684
0.9603, 1.1551
0.9777, 1.0434
0.9858, 0.9964
